"","student_IDs","Preference_1","Preference_2","Preference_3","reported_date","sex","height_text","cleaned_heigths_data"
"263","gastrovascular_shrike","Vanilla","Rocky Road","Mocha",2015-05-15 05:34:00,"Male","70.1",70.1
"264","acidforming_shihtzu","Vanilla","Rocky Road","Pistachio",2015-01-04 16:07:00,"Male","70",70
"265","pugnacious_lowchen","Chocolate","Mocha","Fudge",2014-09-02 15:17:00,"Male","71",71
"266","pancreatic_nijssenissdwarfchihlid","Vanilla","Mocha","Fudge",2014-09-02 15:16:00,"Female","69",69
"267","unlovely_waterdogs","Vanilla","Rocky Road","Pistachio",2016-01-26 12:38:00,"Male","65",65
"268","illdisposed_zebrafish","Chocolate","Mocha","Strawberry",2016-05-14 05:43:00,"Male","68.11024",68.11024
"269","derivational_galapagosmockingbird","Chocolate","Rocky Road","Pistachio",2014-09-05 09:53:00,"Male","67",67
"270","hyperangelic_yellowjacket","Vanilla","Rocky Road","Mocha",2017-08-21 05:10:00,"Male","5",60
"271","skilled_dodo","Vanilla","Fudge","Strawberry",2015-04-09 23:59:00,"Female","69",69
"272","botchy_burro","Vanilla","Strawberry","Fudge",2016-01-25 08:15:00,"Female","5'4",64
"273","dorsispinal_icelandichorse","Chocolate","Fudge","Rocky Road",2014-09-02 15:16:00,"Male","72",72
"274","agile_dogfish","Vanilla","Pistachio","Rocky Road",2015-08-18 18:09:00,"Male","58",58
"275","fireretardant_rottweiler","Vanilla","Strawberry","Fudge",2016-02-03 10:30:00,"Male","68.89",68.89
"276","isopolitical_americancrayfish","Chocolate","Strawberry","Rocky Road",2015-08-14 17:36:00,"Male","71",71
"277","civilized_rainbowlorikeet","Vanilla","Fudge","Strawberry",2014-09-02 15:17:00,"Female","65",65
"278","beggarly_bergerpicard","Vanilla","Rocky Road","Strawberry",2015-06-27 17:59:00,"Male","70",70
"279","mazelike_nighthawk","Chocolate","Fudge","Rocky Road",2014-09-02 15:16:00,"Male","70",70
"280","ruby_gypsymoth","Vanilla","Strawberry","Rocky Road",2015-06-06 09:10:00,"Male","183",183
"281","poachable_atlanticblackgoby","Chocolate","Mocha","Rocky Road",2017-01-17 09:06:00,"Male","170",170
"282","gossipy_peccary","Vanilla","Pistachio","Fudge",2016-01-27 07:42:00,"Male","68",68
"283","converted_foxterrier","Vanilla","Pistachio","Strawberry",2016-04-10 22:45:00,"Male","10000",10000
"284","chargeable_bluetonguelizard","Vanilla","Strawberry","Pistachio",2016-03-08 12:43:00,"Male","66",66
"285","sublimational_megalosaurus","Vanilla","Rocky Road","Strawberry",2014-09-02 15:20:00,"Male","69",69
"286","regrettable_norwayrat","Chocolate","Fudge","Rocky Road",2014-09-02 15:16:00,"Male","71.5",71.5
"287","inextinguishable_vampirebat","Vanilla","Pistachio","Fudge",2014-09-02 15:17:00,"Male","68.89",68.89
"288","viceregal_schipperke","Vanilla","Rocky Road","Pistachio",2014-09-02 15:16:00,"Male","70",70
"289","ophthalmological_harrierhawk","Vanilla","Mocha","Strawberry",2017-09-02 14:41:00,"Male","69",69
"290","nonproift_xenops","Chocolate","Mocha","Fudge",2014-10-23 12:15:00,"Male","180",180
"291","undefeatable_blacknorwegianelkhound","Vanilla","Pistachio","Strawberry",2014-09-04 06:31:00,"Male","6.5",78
"292","becoming_atlanticsharpnosepuffer","Chocolate","Rocky Road","Fudge",2015-01-06 11:11:00,"Male","68.5",68.5
"293","pedagogical_irrawaddydolphin","Chocolate","Fudge","Strawberry",2014-09-07 01:16:00,"Female","60",60
"294","short_heterodontosaurus","Vanilla","Mocha","Fudge",2014-09-02 15:18:00,"Male","72",72
"295","unpleasing_spiketail","Vanilla","Fudge","Rocky Road",2015-03-18 11:30:00,"Male","68",68
"296","dreamlike_fulmar","Vanilla","Strawberry","Mocha",2014-09-06 21:32:00,"Male","19",19
"297","attack_arabianoryx","Vanilla","Pistachio","Strawberry",2016-04-30 10:22:00,"Male","70",70
"298","asyllabic_alpinegoat","Chocolate","Rocky Road","Pistachio",2015-03-10 02:00:00,"Male","70",70
"299","cryptographical_canine","Vanilla","Strawberry","Mocha",2015-08-29 21:03:00,"Male","87",87
"300","rockable_azurevasesponge","Chocolate","Fudge","Mocha",2014-11-19 09:48:00,"Male","72",72
"301","witching_anhinga","Chocolate","Strawberry","Rocky Road",2015-09-25 04:59:00,"Male","68",68
"302","fizzy_pussycat","Vanilla","Strawberry","Mocha",2015-05-14 03:32:00,"Male","67",67
"303","wayward_wildebeast","Vanilla","Pistachio","Strawberry",2016-02-22 02:08:00,"Male","66",66
"304","decomposed_basilisk","Vanilla","Fudge","Strawberry",2016-05-26 07:52:00,"Male","6",72
"305","medical_grasshopper","Vanilla","Pistachio","Fudge",2015-12-21 19:41:00,"Female","62.4",62.4
"306","antarthritic_collardlizard","Vanilla","Rocky Road","Mocha",2017-07-12 13:06:00,"Male","186",186
"307","cottony_mouflon","Vanilla","Rocky Road","Mocha",2016-01-26 09:49:00,"Male","5'7",67
"308","turtleshell_scarletibis","Chocolate","Strawberry","Mocha",2015-04-25 18:46:00,"Male","68",68
"309","werewolflike_bushsqueaker","Chocolate","Mocha","Pistachio",2014-09-03 23:47:00,"Male","65",65
"310","freezable_sanddollar","Vanilla","Rocky Road","Pistachio",2014-12-14 09:18:00,"Male","69.29",69.29
"311","sweettempered_robberfly","Vanilla","Mocha","Fudge",2015-09-17 22:56:00,"Male","68",68
"312","livid_firefly","Chocolate","Fudge","Pistachio",2014-09-02 15:17:00,"Female","62",62
"313","collective_rockrat","Vanilla","Mocha","Pistachio",2016-04-20 21:28:00,"Male","67",67
"314","unkindhearted_scarab","Chocolate","Mocha","Strawberry",2014-09-02 16:01:00,"Female","64",64
"315","dizzy_amazontreeboa","Chocolate","Pistachio","Mocha",2015-11-14 13:13:00,"Male","66.9291",66.9291
"316","managing_copepod","Vanilla","Fudge","Strawberry",2016-01-26 10:21:00,"Female","68",68
"317","oceanic_zebraswallowtailbutterfly","Chocolate","Strawberry","Pistachio",2016-02-21 02:44:00,"Male","72",72
"318","alphameric_lynx","Vanilla","Fudge","Pistachio",2015-01-29 01:21:00,"Male","67",67
"319","downtrodden_collie","Chocolate","Strawberry","Rocky Road",2015-04-14 10:46:00,"Male","69",69
"320","peachy_myna","Chocolate","Rocky Road","Pistachio",2014-09-02 15:16:00,"Male","73",73
"321","deferable_weevil","Chocolate","Fudge","Strawberry",2015-02-14 23:24:00,"Male","66",66
"322","revengeful_degus","Chocolate","Mocha","Strawberry",2014-09-02 15:19:00,"Male","68",68
"323","siderophyllite_rabbit","Vanilla","Mocha","Pistachio",2015-07-26 00:39:00,"Male","72",72
"324","chivalrous_schipperke","Chocolate","Strawberry","Fudge",2014-09-02 15:16:00,"Female","60",60
"325","superbeloved_caecilian","Chocolate","Strawberry","Pistachio",2015-05-19 04:04:00,"Male","67",67
"326","hygrophilic_silkworm","Vanilla","Pistachio","Rocky Road",2015-03-11 08:18:00,"Male","70",70
"327","miry_tapaculo","Vanilla","Strawberry","Fudge",2014-09-02 15:16:00,"Female","72",72
"328","handdrawn_drake","Vanilla","Fudge","Rocky Road",2014-09-29 05:08:00,"Male","72",72
"329","reedy_belugawhale","Vanilla","Fudge","Pistachio",2015-05-20 23:50:00,"Male","74",74
"330","metalline_chamois","Vanilla","Rocky Road","Fudge",2016-01-26 10:15:00,"Male","72",72
"331","nonacademical_coyote","Vanilla","Rocky Road","Strawberry",2014-09-02 15:19:00,"Male","5'11",71
"332","brittle_hornedtoad","Vanilla","Mocha","Pistachio",2015-02-05 16:53:00,"Male","180",180
"333","astrophilic_barnowl","Chocolate","Mocha","Rocky Road",2015-10-05 16:26:00,"Male","69",69
"334","fluffy_chicken","Chocolate","Rocky Road","Pistachio",2014-10-10 16:04:00,"Male","6.2",74.4
"335","geographical_queenant","Vanilla","Fudge","Rocky Road",2016-01-26 10:13:00,"Female","5.2",62.4
"336","cryptozoic_chuckwalla","Chocolate","Rocky Road","Strawberry",2016-06-30 00:45:00,"Male","172",172
"337","marmatite_chanticleer","Chocolate","Rocky Road","Pistachio",2016-05-13 11:29:00,"Male","174",174
"338","statistical_grunion","Chocolate","Pistachio","Strawberry",2015-02-09 13:46:00,"Male","170",170
"339","saddened_opossum","Vanilla","Fudge","Strawberry",2014-09-02 15:17:00,"Female","66",66
"340","superangelic_fantail","Vanilla","Mocha","Strawberry",2016-01-25 08:15:00,"Female","65",65
"341","fishable_erne","Chocolate","Rocky Road","Fudge",2016-04-02 12:48:00,"Male","6'3",75
"342","heartwhole_nautilus","Chocolate","Rocky Road","Mocha",2014-12-17 06:53:00,"Male","75",75
"343","congregational_joey","Chocolate","Rocky Road","Fudge",2014-10-22 11:11:00,"Male","74",74
"344","cerise_javalina","Vanilla","Fudge","Mocha",2014-09-02 15:18:00,"Female","66",66
"345","incognisant_bluetonguelizard","Chocolate","Mocha","Rocky Road",2015-05-08 13:39:00,"Female","5.6",67.2
"346","acidulous_americancurl","Chocolate","Rocky Road","Fudge",2015-03-04 10:52:00,"Male","71",71
"347","gratuitous_pitbull","Vanilla","Fudge","Strawberry",2014-09-02 15:17:00,"Female","63",63
"348","priceless_huia","Chocolate","Mocha","Fudge",2014-09-02 15:16:00,"Male","75",75
"349","bleak_hoatzin","Chocolate","Fudge","Strawberry",2015-09-07 17:13:00,"Male","184",184
"350","pseudozoological_ilsamochadegu","Vanilla","Fudge","Mocha",2017-05-09 00:30:00,"Male","6",72
"351","cuddly_gorilla","Chocolate","Fudge","Strawberry",2014-11-25 22:29:00,"Male","169",169
"352","confined_americansaddlebred","Vanilla","Strawberry","Mocha",2014-09-02 17:01:00,"Male","66",66
"353","concretionary_tegus","Vanilla","Rocky Road","Fudge",2016-01-26 11:19:00,"Male","70",70
"354","disconsolate_banteng","Vanilla","Strawberry","Pistachio",2014-09-02 23:23:00,"Male","67",67
"355","garlicky_atlanticbluetang","Vanilla","Mocha","Rocky Road",2015-12-25 05:20:00,"Male","68",68
"356","inherited_andalusianhorse","Chocolate","Pistachio","Strawberry",2016-02-22 07:09:00,"Male","69",69
"357","paleozoologic_raven","Chocolate","Strawberry","Rocky Road",2016-01-25 08:15:00,"Female","62",62
"358","kosher_burro","Vanilla","Rocky Road","Strawberry",2015-01-02 10:53:00,"Male","5.4",64.8
"359","acceptable_marlin","Vanilla","Fudge","Strawberry",2014-12-08 15:55:00,"Male","180",180
"360","frouzy_watussi","Vanilla","Strawberry","Rocky Road",2014-09-02 15:16:00,"Female","64",64
"361","full_leveret","Vanilla","Strawberry","Fudge",2014-09-19 05:04:00,"Male","5.5",66
"362","detachable_japanesebeetle","Vanilla","Strawberry","Rocky Road",2015-05-11 01:08:00,"Male","66",66
"363","creamy_barasingha","Chocolate","Fudge","Mocha",2016-01-26 13:46:00,"Male","5'10",70
"364","bediasite_norwayrat","Vanilla","Pistachio","Rocky Road",2015-01-09 23:57:00,"Male","72",72
"365","unalphabetic_gelada","Vanilla","Pistachio","Fudge",2016-01-26 09:50:00,"Female","60",60
"366","symbolic_longhornbeetle","Vanilla","Mocha","Strawberry",2016-01-26 19:55:00,"Male","67",67
"367","vermicular_globefish","Vanilla","Pistachio","Rocky Road",2014-09-02 15:16:00,"Male","74",74
"368","swinish_auklet","Chocolate","Fudge","Mocha",2014-09-30 04:56:00,"Male","72",72
"369","dirgeful_gerbil","Chocolate","Rocky Road","Pistachio",2017-05-18 13:36:00,"Male","63",63
"370","aerodynamic_whale","Vanilla","Mocha","Strawberry",2014-09-02 15:16:00,"Male","68",68
"371","weary_roadrunner","Vanilla","Pistachio","Strawberry",2014-09-02 15:17:00,"Female","63",63
"372","carroty_kangaroo","Vanilla","Rocky Road","Mocha",2015-07-31 07:49:00,"Male","70",70
"373","rubbly_darklingbeetle","Vanilla","Pistachio","Fudge",2016-01-25 08:15:00,"Female","5'5",65
"374","convenable_okapi","Chocolate","Mocha","Strawberry",2015-05-31 21:48:00,"Male","5.6",67.2
"375","runty_flee","Vanilla","Pistachio","Rocky Road",2014-11-30 01:44:00,"Male","183",183
"376","herpetologic_nematode","Vanilla","Strawberry","Rocky Road",2016-01-26 21:38:00,"Male","70",70
"377","halfwhite_noctilio","Vanilla","Rocky Road","Pistachio",2014-09-02 15:17:00,"Male","70",70
"378","alphabetical_racerunner","Chocolate","Fudge","Strawberry",2016-05-22 16:02:00,"Male","68.89",68.89
"379","soldierlike_blackbuck","Chocolate","Strawberry","Pistachio",2015-08-31 03:45:00,"Male","72",72
"380","hallucinative_oxen","Vanilla","Mocha","Rocky Road",2015-01-03 01:37:00,"Male","72",72
"381","chromophobic_pomeranian","Vanilla","Fudge","Pistachio",2016-01-26 15:19:00,"Male","5 ft 9 inches",69
"382","destructive_bonobo","Chocolate","Fudge","Rocky Road",2015-01-19 15:50:00,"Male","74",74
"383","misogynic_scarletibis","Vanilla","Pistachio","Strawberry",2014-11-04 10:14:00,"Male","67",67
"384","promonarchy_bedbug","Vanilla","Rocky Road","Strawberry",2016-01-25 08:15:00,"Male","69",69
"385","guiltless_trout","Chocolate","Fudge","Pistachio",2015-10-02 22:49:00,"Male","70.08",70.08
"386","crying_olm","Vanilla","Rocky Road","Strawberry",2015-05-08 20:53:00,"Male","67",67
"387","antiheroic_goosefish","Vanilla","Strawberry","Rocky Road",2016-01-27 20:42:00,"Female","67",67
"388","urban_barracuda","Chocolate","Rocky Road","Pistachio",2016-01-26 18:55:00,"Male","5.8",69.6
"389","cocky_porcupine","Vanilla","Fudge","Mocha",2015-11-30 00:48:00,"Male","69.3",69.3
"390","femoral_gazelle","Vanilla","Rocky Road","Strawberry",2015-01-10 21:31:00,"Male","71.5",71.5
"391","gummy_finnishspitz","Vanilla","Mocha","Strawberry",2017-04-26 13:14:00,"Male","69",69
"392","paraffin_walleye","Chocolate","Fudge","Pistachio",2014-09-02 15:17:00,"Male","73",73
"393","symphonious_roebuck","Chocolate","Pistachio","Rocky Road",2015-01-29 00:10:00,"Female","5.2",62.4
"394","cut_archerfish","Chocolate","Fudge","Mocha",2016-04-06 13:10:00,"Male","69",69
"395","disgraceful_starfish","Chocolate","Strawberry","Fudge",2016-02-16 05:36:00,"Female","185",185
"396","ignored_marten","Chocolate","Mocha","Rocky Road",2014-10-23 05:45:00,"Male","75",75
"397","linguistic_yeti","Vanilla","Mocha","Fudge",2016-10-19 10:46:00,"Male","159",159
"398","tautological_quokka","Vanilla","Rocky Road","Pistachio",2014-09-02 15:17:00,"Female","69",69
"399","airborne_sableantelope","Vanilla","Rocky Road","Fudge",2015-08-17 18:19:00,"Male","1",1
"400","baby_nettlefish","Chocolate","Fudge","Strawberry",2014-09-02 15:16:00,"Male","69",69
"401","deformative_reynard","Vanilla","Pistachio","Strawberry",2016-05-08 09:11:00,"Female","0",0
"402","succinct_noolbenger","Vanilla","Rocky Road","Mocha",2014-09-04 05:15:00,"Female","6",72
"403","teenyweeny_hammerkop","Chocolate","Mocha","Fudge",2016-01-25 08:15:00,"Male","74",74
"404","apian_quoll","Vanilla","Strawberry","Mocha",2016-01-26 20:03:00,"Male","71",71
"405","soppy_owlbutterfly","Chocolate","Mocha","Strawberry",2014-09-02 15:16:00,"Male","72",72
"406","nontheatrical_basenji","Vanilla","Pistachio","Strawberry",2015-01-04 14:53:00,"Female","68",68
"407","warmish_australiankestrel","Chocolate","Mocha","Strawberry",2017-07-25 07:40:00,"Male","170",170
"408","nonacculturated_furseal","Chocolate","Mocha","Pistachio",2015-07-09 11:54:00,"Male","5.9",70.8
"409","convictive_bug","Vanilla","Pistachio","Mocha",2016-01-26 09:54:00,"Male","180",180
"410","lagging_snipe","Chocolate","Strawberry","Mocha",2015-02-03 09:15:00,"Male","68.1102",68.1102
"411","ostentatious_iberianlynx","Vanilla","Pistachio","Rocky Road",2014-09-02 15:16:00,"Female","67",67
"412","joking_goldfish","Chocolate","Rocky Road","Mocha",2015-02-25 10:58:00,"Male","75",75
"413","grouchy_blackmamba","Chocolate","Strawberry","Mocha",2014-09-02 15:17:00,"Female","70",70
"414","crystal_vipersquid","Chocolate","Pistachio","Fudge",2014-09-07 11:09:00,"Female","64.96",64.96
"415","motionless_asiansmallclawedotter","Vanilla","Strawberry","Pistachio",2016-01-26 12:42:00,"Male","72.8346",72.8346
"416","renegotiable_gonolek","Vanilla","Rocky Road","Strawberry",2016-01-26 00:09:00,"Male","66",66
"417","adversarial_fluke","Vanilla","Strawberry","Mocha",2014-11-24 13:45:00,"Female","75",75
"418","snowy_dogfish","Vanilla","Rocky Road","Strawberry",2014-09-02 15:16:00,"Female","65",65
"419","pinkish_echidna","Vanilla","Pistachio","Rocky Road",2015-11-13 13:02:00,"Male","170",170
"420","planetoidal_zebratailedlizard","Chocolate","Mocha","Fudge",2015-12-26 09:59:00,"Male","75",75
"421","horsy_seagull","Vanilla","Fudge","Pistachio",2015-01-13 16:08:00,"Male","67",67
"422","unpleasant_yellowbelliedmarmot","Vanilla","Strawberry","Fudge",2016-01-26 09:57:00,"Male","72",72
"423","fameless_sable","Chocolate","Strawberry","Fudge",2014-09-02 15:16:00,"Male","65",65
"424","shamanic_otter","Chocolate","Mocha","Fudge",2015-11-16 09:48:00,"Male","63",63
"425","dirtyfaced_flee","Vanilla","Strawberry","Rocky Road",2015-08-25 11:46:00,"Male","65",65
"426","registerable_shelduck","Vanilla","Strawberry","Fudge",2015-11-22 08:07:00,"Male","120",120
"427","gaseous_desertpupfish","Vanilla","Mocha","Fudge",2016-01-26 10:05:00,"Female","68",68
"428","dainty_unau","Vanilla","Pistachio","Mocha",2014-09-02 15:16:00,"Female","65",65
"429","snoopy_africanaugurbuzzard","Chocolate","Pistachio","Fudge",2014-09-06 12:29:00,"Male","69",69
"430","chosen_pittabird","Vanilla","Strawberry","Mocha",2014-09-02 15:17:00,"Male","68",68
"431","bairnly_beauceron","Chocolate","Strawberry","Fudge",2016-03-28 19:53:00,"Female","69",69
"432","etymologic_bubblefish","Vanilla","Fudge","Mocha",2015-04-08 00:16:00,"Male","66.7",66.7
"433","assiduous_bobcat","Vanilla","Fudge","Strawberry",2014-12-25 01:26:00,"Male","65",65
"434","unalphabetical_grub","Vanilla","Mocha","Pistachio",2016-01-26 11:55:00,"Male","5' 7",67
"435","semantic_quadrisectus","Vanilla","Rocky Road","Fudge",2015-04-01 15:15:00,"Male","72",72
"436","underage_ballpython","Chocolate","Mocha","Fudge",2014-09-02 15:16:00,"Male","68",68
"437","unlight_wattlebird","Vanilla","Mocha","Fudge",2015-04-03 21:47:00,"Male","70",70
"438","exploding_raccoon","Chocolate","Pistachio","Mocha",2014-09-02 15:16:00,"Male","72",72
"439","fermentable_chafer","Vanilla","Pistachio","Strawberry",2015-08-24 11:57:00,"Male","66",66
"440","animalistic_queenalexandrasbirdwingbutterfly","Vanilla","Fudge","Strawberry",2016-01-06 17:56:00,"Male","69",69
"441","astrobiological_swordfish","Chocolate","Pistachio","Rocky Road",2016-01-25 08:28:00,"Female","66",66
"442","quasischolastic_ibex","Chocolate","Pistachio","Mocha",2016-01-26 11:34:00,"Female","66",66
"443","castoff_dobermanpinscher","Vanilla","Rocky Road","Fudge",2015-01-27 05:27:00,"Male","71",71
"444","furred_canadagoose","Vanilla","Pistachio","Mocha",2015-02-24 06:32:00,"Male","70",70
"445","karmic_nyala","Vanilla","Pistachio","Mocha",2015-02-06 03:27:00,"Male","66",66
"446","chiselled_velvetcrab","Chocolate","Strawberry","Pistachio",2015-07-13 11:59:00,"Male","70.85",70.85
"447","flavoury_brant","Vanilla","Strawberry","Pistachio",2014-09-11 01:02:00,"Male","72",72
"448","transparent_harvestmen","Vanilla","Fudge","Rocky Road",2014-09-02 15:16:00,"Male","67",67
"449","automatic_quahog","Vanilla","Strawberry","Pistachio",2014-11-14 18:36:00,"Male","70",70
"450","egoistic_bluebreastedkookaburra","Vanilla","Rocky Road","Strawberry",2016-01-26 09:52:00,"Male","65",65
"451","unsympathetic_gourami","Vanilla","Rocky Road","Pistachio",2016-01-27 01:42:00,"Female","67",67
"452","pleased_gangesdolphin","Chocolate","Rocky Road","Mocha",2014-09-02 15:17:00,"Male","64",64
"453","flattish_limpet","Vanilla","Rocky Road","Mocha",2015-10-10 12:36:00,"Male","72.45",72.45
"454","potty_galapagospenguin","Chocolate","Rocky Road","Mocha",2015-01-10 19:35:00,"Male","5.6",67.2
"455","redoubtable_hog","Chocolate","Mocha","Rocky Road",2015-11-23 09:20:00,"Male","70",70
"456","foggy_coelacanth","Vanilla","Pistachio","Strawberry",2016-01-25 08:18:00,"Female","67.5",67.5
"457","strontium_bluebottlejellyfish","Vanilla","Fudge","Strawberry",2014-11-08 14:58:00,"Male","71",71
"458","cerise_barnowl","Vanilla","Pistachio","Mocha",2015-03-03 23:04:00,"Male","5.11",61.32
"459","crystalloidal_germanshepherd","Vanilla","Strawberry","Rocky Road",2014-09-02 15:17:00,"Male","71",71
"460","bonny_agama","Chocolate","Rocky Road","Pistachio",2015-06-29 20:55:00,"Male","67",67
"461","nonmystic_chihuahua","Vanilla","Pistachio","Fudge",2014-09-03 00:10:00,"Female","65",65
"462","tin_waterbuck","Chocolate","Mocha","Pistachio",2015-06-16 13:59:00,"Male","60",60
"463","asteria_carp","Vanilla","Pistachio","Mocha",2016-05-10 06:33:00,"Male","185",185
"464","unlightened_ferret","Chocolate","Strawberry","Pistachio",2016-03-25 14:45:00,"Male","6",72
"465","unaccepted_indianspinyloach","Vanilla","Fudge","Strawberry",2015-08-25 17:29:00,"Male","72",72
"466","horrendous_martin","Vanilla","Strawberry","Pistachio",2014-12-25 09:50:00,"Male","69",69
"467","diamantiferous_tapaculo","Vanilla","Rocky Road","Strawberry",2016-06-21 00:33:00,"Male","70",70
"468","gnatty_indianhare","Vanilla","Rocky Road","Pistachio",2015-01-16 21:38:00,"Male","72",72
"469","unfrightening_tick","Vanilla","Strawberry","Fudge",2016-11-22 14:04:00,"Male","5.7",68.4
"470","able_isabellineshrike","Vanilla","Strawberry","Mocha",2015-02-08 06:40:00,"Male","183",183
"471","terroristic_americanratsnake","Vanilla","Pistachio","Strawberry",2015-11-03 11:16:00,"Male","71",71
"472","decidophobic_rhea","Vanilla","Pistachio","Strawberry",2014-09-03 03:15:00,"Male","72",72
"473","honeysweet_avocet","Vanilla","Strawberry","Pistachio",2014-12-16 04:20:00,"Female","66.1416",66.1416
"474","antioptimistic_cicada","Vanilla","Fudge","Mocha",2016-04-09 02:56:00,"Female","64.96",64.96
"475","middleclass_banteng","Chocolate","Rocky Road","Mocha",2014-09-03 06:40:00,"Male","70",70
"476","watchful_goldfinch","Chocolate","Pistachio","Strawberry",2015-06-02 04:38:00,"Male","67",67
"477","sharpset_jumpingbean","Chocolate","Rocky Road","Fudge",2014-10-13 18:50:00,"Male","70",70
"478","gerascophobic_maltesedog","Vanilla","Pistachio","Strawberry",2016-01-26 11:14:00,"Male","73",73
"479","subpentagonal_nabarlek","Chocolate","Rocky Road","Pistachio",2014-09-02 15:16:00,"Female","62",62
"480","arboricultural_bluewhale","Vanilla","Rocky Road","Fudge",2014-09-02 15:16:00,"Male","69",69
"481","webby_mollusk","Vanilla","Fudge","Pistachio",2015-10-12 13:30:00,"Male","75.98",75.98
"482","interartistic_brahmancow","Vanilla","Rocky Road","Mocha",2014-12-02 18:22:00,"Female","65",65
"483","hypersaintly_lark","Vanilla","Rocky Road","Mocha",2016-01-26 10:36:00,"Female","60",60
"484","uncivic_anglerfish","Vanilla","Rocky Road","Strawberry",2017-07-04 01:30:00,"Male","50",50
"485","facile_seaslug","Vanilla","Rocky Road","Mocha",2015-01-31 02:50:00,"Male","180",180
"486","chorographical_creature","Vanilla","Mocha","Rocky Road",2014-10-18 16:38:00,"Female","66",66
"487","refractional_hartebeest","Vanilla","Pistachio","Strawberry",2014-09-10 12:57:00,"Male","68",68
"488","doomed_wireworm","Chocolate","Fudge","Pistachio",2014-09-02 15:16:00,"Male","75",75
"489","likely_indianjackal","Chocolate","Pistachio","Strawberry",2015-08-19 16:38:00,"Female","55",55
"490","nonglacial_africanclawedfrog","Vanilla","Mocha","Pistachio",2014-09-02 15:18:00,"Male","70",70
"491","metamorphous_nag","Vanilla","Rocky Road","Pistachio",2014-09-27 16:05:00,"Male","59.0551",59.0551
"492","uptight_appaloosa","Chocolate","Rocky Road","Mocha",2015-08-03 14:14:00,"Male","72",72
"493","nonblack_coqui","Vanilla","Strawberry","Pistachio",2015-05-03 10:29:00,"Male","60",60
"494","scorpaenoid_inganue","Chocolate","Rocky Road","Fudge",2016-01-26 12:02:00,"Female","5'10''",70
"495","grisly_amurratsnake","Vanilla","Mocha","Strawberry",2014-09-19 20:23:00,"Male","75",75
"496","grave_dogwoodtwigborer","Chocolate","Mocha","Fudge",2014-09-07 14:35:00,"Female","5.6",67.2
"497","cinematic_prairiedog","Vanilla","Pistachio","Fudge",2016-01-26 11:57:00,"Male","65",65
"498","ethological_cur","Vanilla","Strawberry","Mocha",2015-05-25 16:19:00,"Male","69",69
"499","materialistic_degus","Chocolate","Mocha","Pistachio",2016-01-10 19:31:00,"Male","1.7",1.7
"500","tigerseye_giraffe","Chocolate","Fudge","Pistachio",2016-01-25 08:16:00,"Female","61",61
"501","previgilant_marabou","Vanilla","Strawberry","Pistachio",2014-09-02 15:16:00,"Male","72",72
"502","snowcapped_hamadryad","Chocolate","Strawberry","Fudge",2014-09-02 15:18:00,"Male","5 feet and 8.11 inches",68
"503","snappy_astarte","Vanilla","Strawberry","Pistachio",2016-01-25 08:16:00,"Female","63",63
"504","suspicious_queenconch","Vanilla","Fudge","Rocky Road",2015-11-22 08:05:00,"Male","120",120
"505","gorgeable_urchin","Vanilla","Rocky Road","Pistachio",2015-01-24 21:09:00,"Female","2'33",57
"506","saddening_mongoose","Vanilla","Rocky Road","Pistachio",2016-01-26 09:53:00,"Female","62",62
"507","plutonium_beardeddragon","Chocolate","Mocha","Pistachio",2016-05-22 20:33:00,"Male","73.22",73.22
"508","uninteresting_baboon","Vanilla","Fudge","Rocky Road",2014-09-02 15:17:00,"Male","72",72
"509","armoured_adamsstaghornedbeetle","Vanilla","Pistachio","Mocha",2015-01-19 19:05:00,"Male","72",72
"510","weighted_beetle","Vanilla","Fudge","Pistachio",2016-05-18 19:18:00,"Male","69",69
"511","unwashed_cockatoo","Vanilla","Strawberry","Rocky Road",2016-01-26 18:34:00,"Male","66",66
"512","runtish_silverfox","Chocolate","Strawberry","Fudge",2016-03-14 08:38:00,"Male","72.8346",72.8346
"513","ruddy_iguanodon","Vanilla","Fudge","Strawberry",2014-09-06 13:52:00,"Male","80",80
"514","sibling_kangaroo","Chocolate","Pistachio","Mocha",2016-01-25 14:39:00,"Female","5'6",66
"515","carbasus_watussi","Chocolate","Pistachio","Strawberry",2015-05-03 10:29:00,"Male","12",12
"516","entire_monoclonius","Vanilla","Mocha","Strawberry",2014-09-02 15:18:00,"Female","5.25",63
"517","carping_civet","Chocolate","Fudge","Mocha",2014-10-21 18:26:00,"Female","165",165
"518","curved_goral","Chocolate","Strawberry","Rocky Road",2014-09-02 15:18:00,"Female","63",63
"519","clay_springtail","Vanilla","Fudge","Mocha",2014-12-02 15:15:00,"Male","67.72",67.72
"520","abiotic_rhinocerosbeetle","Vanilla","Mocha","Strawberry",2014-09-03 08:52:00,"Female","64",64
"521","flaming_quagga","Chocolate","Fudge","Strawberry",2014-10-16 08:47:00,"Male","74",74
"522","nonfireproof_dikdik","Vanilla","Pistachio","Rocky Road",2015-03-23 02:49:00,"Male","176",176
"523","independent_swallow","Chocolate","Mocha","Fudge",2015-03-15 13:34:00,"Male","70.8",70.8
"524","nonsolicitous_chimpanzee","Vanilla","Strawberry","Pistachio",2016-01-20 10:09:00,"Male","67",67
"525","antimonarchistic_hapuka","Chocolate","Fudge","Strawberry",2015-08-20 07:50:00,"Male","70",70
